tester,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,sars-cov-2_detected,sample_collection_date,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
BioBot,Municipal,Uxbridge WWTF,1898956.7606666666,3,Detected,2022-09-07T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2022-09-07,arch
BioBot,Municipal,Haverhill WWTP,1488343.4911,4,Detected,2022-10-03T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-10-03,arch
BioBot,Municipal,Brockton/ Abington,186294.17059999998,3,Detected,2022-02-13T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-02-13,arch
BioBot,Municipal,Douglas WWTP,527769.19415,2,Detected,2023-07-18T00:00:00Z,copies/L,East Douglas,MA,Worcester,2024-07-24T00:00:00Z,2023-07-18,arch
BioBot,Municipal,Greater Lawrence Sanitary District,701010.0223002025,2,Detected,2023-11-27T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-11-27,arch
BioBot,Municipal,Haverhill WWTP,1888066.864625,4,Detected,2022-10-17T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-10-17,arch
BioBot,Municipal,Fall River WWTP,365386.46264,5,Detected,2022-08-28T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2022-08-28,arch
BioBot,Municipal,Whitman,4549415.741,2,Detected,2023-01-23T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-01-23,arch
BioBot,Municipal,Brockton/ Abington,856140.9764,2,Detected,2022-09-22T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-09-22,arch
BioBot,Municipal,North Brookfield WWTP,1150278.6685000001,2,Detected,2022-12-20T00:00:00Z,copies/L,North Brookfield,MA,Worcester,2024-07-24T00:00:00Z,2022-12-20,arch
BioBot,Municipal,Plymouth Headworks Influent,1231060.3197750002,4,Detected,2022-05-10T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2022-05-10,arch
BioBot,Municipal,MFN Regional Wastewater District,112457.31265,2,Detected,2023-06-09T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2023-06-09,arch
BioBot,Municipal,Hull WWTF,2375518.7259,3,Detected,2022-02-02T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-02-02,arch
BioBot,Municipal,Hadley WWTP,295908.55005800404,2,Detected,2023-11-07T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-11-07,arch
BioBot,Municipal,Pittsfield WWTP,478147.686825,4,Detected,2022-11-14T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2022-11-14,arch
BioBot,Municipal,Surfside WTF,151385.67626400356,2,Detected,2024-04-04T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2024-04-04,arch
BioBot,Municipal,Surfside WTF,3280065.21,1,Detected,2022-01-18T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2022-01-18,arch
BioBot,Municipal,Fitchburg Public Works,272502.2614,4,Detected,2023-07-17T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-07-17,arch
BioBot,Municipal,Chicopee WPC,324020.0801,1,Detected,2022-09-26T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-09-26,arch
BioBot,Municipal,Hadley WWTP,1071739.7673467058,2,Detected,2023-12-19T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-12-19,arch
BioBot,Municipal,Pittsfield WWTP,833924.8858044497,4,Detected,2024-04-01T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2024-04-01,arch
BioBot,Municipal,South Hadley Div. of WPC,268291.4942756355,4,Detected,2023-10-14T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-10-14,arch
BioBot,Municipal,Fitchburg Public Works,467765.41445000004,4,Detected,2022-04-11T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2022-04-11,arch
BioBot,Municipal,Leominster Headworks,535053.9232000001,2,Detected,2023-05-16T00:00:00Z,copies/L,Leominster,MA,Worcester,2024-07-24T00:00:00Z,2023-05-16,arch
BioBot,Municipal,Upper Blackstone Clean Water,343183.60216666665,3,Detected,2023-05-29T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2023-05-29,arch
BioBot,Municipal,Athol WWTP,625233.13345,4,Detected,2023-01-24T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2023-01-24,arch
BioBot,Municipal,Greenfield WPCF,257373.2225790104,2,Detected,2024-04-10T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2024-04-10,arch
BioBot,Municipal,S.Deerfield WWTP,897232.7584861922,3,Detected,2024-02-20T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2024-02-20,arch
BioBot,Municipal,Brockton/ Abington,311916.91535,4,Detected,2023-03-20T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-03-20,arch
BioBot,Municipal,Greater Lawrence Sanitary District,1375239.826125,4,Detected,2022-08-15T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2022-08-15,arch
BioBot,Municipal,South Hadley Div. of WPC,1095703.6579333332,3,Detected,2021-11-29T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2021-11-29,arch
BioBot,Municipal,Upper Blackstone Clean Water,35153.99495,2,Detected,2021-07-08T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2021-07-08,arch
BioBot,Municipal,S.Deerfield WWTP,762435.1682795634,3,Not Detected,2023-10-09T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2023-10-09,arch
BioBot,Municipal,Springfield WWTP,212108.77520000003,2,Detected,2023-04-11T00:00:00Z,copies/L,Agawam,MA,Hampden,2024-07-24T00:00:00Z,2023-04-11,arch
BioBot,Municipal,Haverhill WWTP,2652429.3214999996,2,Detected,2022-01-17T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-01-17,arch
BioBot,Municipal,MWRA Southern,60696.10466999999,4,Detected,2020-09-10T00:00:00Z,copies/L,Winthrop,MA,Suffolk,2024-07-24T00:00:00Z,2020-09-10,arch
BioBot,Municipal,Provincetown Treatment Plant,1029410.4075,2,Detected,2022-09-27T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2022-09-27,arch
BioBot,Municipal,Provincetown Treatment Plant,3428086.404,1,Detected,2022-08-21T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2022-08-21,arch
BioBot,Municipal,Wareham WPCF,200710.54398262413,4,Detected,2024-05-14T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2024-05-14,arch
BioBot,Municipal,South Hadley Div. of WPC,257166.609995,4,Detected,2023-04-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-04-08,arch
BioBot,Municipal,S.Deerfield WWTP,2852412.1684420337,3,Detected,2023-10-02T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2023-10-02,arch
BioBot,Municipal,Pittsfield WWTP,717074.139775,4,Detected,2023-01-31T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-01-31,arch
BioBot,Municipal,Pittsfield WWTP,209028.24447499996,4,Detected,2023-06-16T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-06-16,arch
BioBot,Municipal,Pittsfield WWTP,650405.6327000001,4,Detected,2023-02-13T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-02-13,arch
BioBot,Municipal,Surfside WTF,3650970.77,1,Detected,2022-12-20T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2022-12-20,arch
BioBot,Municipal,Billerica Treatment Plant,530537.2556299388,2,Detected,2024-04-08T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2024-04-08,arch
BioBot,Municipal,Surfside WTF,611694.7093018001,2,Detected,2023-08-10T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2023-08-10,arch
BioBot,Municipal,Fitchburg Public Works,502778.749927497,4,Detected,2024-03-18T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2024-03-18,arch
BioBot,Municipal,Chicopee WPC,919334.6321,1,Detected,2022-05-23T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-05-23,arch
BioBot,Municipal,South Hadley Div. of WPC,197728.1407816307,4,Detected,2023-08-26T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-08-26,arch
BioBot,Municipal,Pittsfield WWTP,788670.6644,4,Detected,2022-08-16T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2022-08-16,arch
BioBot,Municipal,Fall River WWTP,171157.38105599998,5,Detected,2023-07-24T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-07-24,arch
BioBot,Municipal,Northampton WWTP,1064648.62,1,Detected,2023-01-11T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2023-01-11,arch
BioBot,Municipal,S.Deerfield WWTP,44973.294933990175,3,Not Detected,2023-08-07T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2023-08-07,arch
BioBot,Municipal,Pittsfield WWTP,713663.639575,4,Detected,2023-03-21T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-03-21,arch
BioBot,Municipal,Greater Lawrence Sanitary District,386159.67764999997,2,Detected,2021-08-16T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-08-16,arch
BioBot,Municipal,New Bedford WWTF,486619.94715,2,Detected,2022-08-23T00:00:00Z,copies/L,New Bedford,MA,Bristol,2024-07-24T00:00:00Z,2022-08-23,arch
BioBot,Municipal,South Hadley Div. of WPC,826223.27162,5,Detected,2022-11-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-11-08,arch
BioBot,Municipal,Fall River WWTP,724103.55734,5,Detected,2022-09-25T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2022-09-25,arch
BioBot,Municipal,MFN Regional Wastewater District,254016.42045,2,Detected,2023-03-24T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2023-03-24,arch
BioBot,Municipal,Douglas WWTP,222914.29878850048,2,Detected,2023-09-05T00:00:00Z,copies/L,East Douglas,MA,Worcester,2024-07-24T00:00:00Z,2023-09-05,arch
BioBot,Municipal,Amherst WWTP,272761.754725,4,Detected,2022-11-15T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2022-11-15,arch
BioBot,Municipal,Athol WWTP,825589.9257666665,3,Detected,2022-04-19T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2022-04-19,arch
BioBot,Municipal,Greenfield WPCF,461031.99995,2,Detected,2023-07-26T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-07-26,arch
BioBot,Municipal,Wareham WPCF,4990363.524,1,Detected,2021-12-27T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2021-12-27,arch
BioBot,Municipal,Haverhill WWTP,1559816.192275,4,Detected,2022-09-19T00:00:00Z,copies/L,Haverhill,MA,Essex,2024-07-24T00:00:00Z,2022-09-19,arch
BioBot,Municipal,Upper Blackstone Clean Water,339172.29740000004,4,Detected,2023-06-05T00:00:00Z,copies/L,Worcester,MA,Worcester,2024-07-24T00:00:00Z,2023-06-05,arch
BioBot,Municipal,Plymouth Headworks Influent,238742.50953333333,3,Detected,2023-03-28T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-03-28,arch
BioBot,Municipal,Hull WWTF,368961.89555764984,3,Detected,2024-06-26T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2024-06-26,arch
BioBot,Municipal,Greater Lawrence Sanitary District,1213769.99625,4,Detected,2022-08-21T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2022-08-21,arch
BioBot,Municipal,Surfside WTF,0,1,Not Detected,2020-06-23T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2020-06-23,arch
BioBot,Municipal,Hadley WWTP,361744.00143652473,2,Detected,2024-01-23T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2024-01-23,arch
BioBot,Municipal,South Hadley Div. of WPC,355201.6899,1,Detected,2020-12-16T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2020-12-16,arch
BioBot,Municipal,Billerica Treatment Plant,2608722.8535,2,Detected,2023-01-02T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2023-01-02,arch
BioBot,Municipal,New Bedford WWTF,0,1,Not Detected,2024-06-11T00:00:00Z,copies/L,New Bedford,MA,Bristol,2024-07-24T00:00:00Z,2024-06-11,arch
BioBot,Municipal,Greater Lawrence Sanitary District,1580992.2305333815,4,Detected,2023-12-04T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-12-04,arch
BioBot,Municipal,South Hadley Div. of WPC,255174.41809050835,4,Detected,2023-08-19T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-08-19,arch
BioBot,Municipal,Hull WWTF,1178830.9308333334,3,Detected,2023-02-15T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2023-02-15,arch
BioBot,Municipal,Fall River WWTP,172062.41832,5,Detected,2023-04-03T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-04-03,arch
BioBot,Municipal,Plymouth Headworks Influent,785981.5388450637,3,Detected,2023-11-13T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-11-13,arch
BioBot,Municipal,Uxbridge WWTF,1329608.5025225314,4,Detected,2024-02-26T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2024-02-26,arch
BioBot,Municipal,Hull WWTF,982787.811301638,3,Detected,2024-06-18T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2024-06-18,arch
BioBot,Municipal,Fall River WWTP,177044.47604604444,4,Detected,2023-08-07T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2023-08-07,arch
BioBot,Municipal,Lowell Regional WWTF,453413.45166359236,1,Detected,2024-05-21T00:00:00Z,copies/L,Lowell,MA,Middlesex,2024-07-24T00:00:00Z,2024-05-21,arch
BioBot,Municipal,Fitchburg Public Works,678900.132875,4,Detected,2022-06-13T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2022-06-13,arch
BioBot,Municipal,South Hadley Div. of WPC,158318.29052666668,3,Detected,2022-03-14T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-03-14,arch
BioBot,Municipal,Greenfield WPCF,1340074.82025,2,Detected,2022-08-24T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2022-08-24,arch
BioBot,Municipal,Fitchburg Public Works,405006.63057413336,4,Detected,2023-10-31T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-10-31,arch
BioBot,Municipal,Greater Lawrence Sanitary District,3613365.513333333,3,Detected,2021-12-06T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2021-12-06,arch
BioBot,Municipal,Whitman,498455.79833333334,3,Detected,2023-04-03T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-04-03,arch
BioBot,Municipal,Surfside WTF,639630.2259,1,Detected,2021-03-29T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2021-03-29,arch
BioBot,Municipal,Northampton WWTP,385544.0494,1,Detected,2022-11-02T00:00:00Z,copies/L,Northampton,MA,Hampshire,2024-07-24T00:00:00Z,2022-11-02,arch
BioBot,Municipal,Greater Lawrence Sanitary District,606750.3041309596,3,Detected,2024-03-13T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2024-03-13,arch
BioBot,Municipal,Greater Lawrence Sanitary District,537625.7911725504,3,Detected,2024-03-13T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2024-03-13,arch
BioBot,Municipal,Fall River WWTP,825189.18955,2,Detected,2022-11-28T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2022-11-28,arch
BioBot,Municipal,Uxbridge WWTF,1069110.0196937444,3,Detected,2023-10-16T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-10-16,arch
BioBot,Municipal,Uxbridge WWTF,799825.7759781914,3,Detected,2023-10-16T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-10-16,arch
BioBot,Municipal,Greenfield WPCF,401308.01715,2,Detected,2023-03-15T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-03-15,arch
BioBot,Municipal,South Hadley Div. of WPC,217541.4049,1,Detected,2021-05-05T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2021-05-05,arch
BioBot,Municipal,North Brookfield WWTP,271234.7047542346,2,Detected,2023-08-23T00:00:00Z,copies/L,North Brookfield,MA,Worcester,2024-07-24T00:00:00Z,2023-08-23,arch
BioBot,Municipal,New Bedford WWTF,738264.953,2,Detected,2022-09-21T00:00:00Z,copies/L,New Bedford,MA,Bristol,2024-07-24T00:00:00Z,2022-09-21,arch
BioBot,Municipal,Amherst WWTP,2460647.685099159,1,Detected,2023-09-20T00:00:00Z,copies/L,Hadley,MA,Hampshire,2024-07-24T00:00:00Z,2023-09-20,arch
BioBot,Municipal,Uxbridge WWTF,774453.9796333333,3,Detected,2022-07-28T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2022-07-28,arch
BioBot,Municipal,Brockton/ Abington,1423784.7337500001,4,Detected,2022-07-31T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-07-31,arch
BioBot,Municipal,Whitman,257842.43684999997,4,Detected,2023-06-13T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-06-13,arch
BioBot,Municipal,Springfield WWTP,246276.70395,2,Detected,2023-05-03T00:00:00Z,copies/L,Agawam,MA,Hampden,2024-07-24T00:00:00Z,2023-05-03,arch
BioBot,Municipal,Surfside WTF,680526.063523008,2,Detected,2023-10-10T00:00:00Z,copies/L,Nantucket,MA,Nantucket,2024-07-24T00:00:00Z,2023-10-10,arch
BioBot,Municipal,Grafton Headworks,970541.079,2,Detected,2022-07-25T00:00:00Z,copies/L,South Grafton,MA,Middlesex,2024-07-24T00:00:00Z,2022-07-25,arch
BioBot,Municipal,Provincetown Treatment Plant,847876.7122,1,Detected,2022-06-26T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2022-06-26,arch
BioBot,Municipal,Sunderland WWTP,16717.20903,1,Detected,2023-06-21T00:00:00Z,copies/L,Sunderland,MA,Franklin,2024-07-24T00:00:00Z,2023-06-21,arch
BioBot,Municipal,Greenfield WPCF,423065.4561067701,2,Detected,2023-11-01T00:00:00Z,copies/L,Greenfield,MA,Franklin,2024-07-24T00:00:00Z,2023-11-01,arch
BioBot,Municipal,Wareham WPCF,656493.6410944273,4,Detected,2024-02-27T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2024-02-27,arch
BioBot,Municipal,Wareham WPCF,880533.6430676169,3,Detected,2023-10-31T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2023-10-31,arch
BioBot,Municipal,Plymouth Headworks Influent,225946.54236724452,3,Detected,2023-09-25T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2023-09-25,arch
BioBot,Municipal,Billerica Treatment Plant,1839777.5711179285,1,Detected,2024-01-31T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2024-01-31,arch
BioBot,Municipal,Hull WWTF,444958.9404538433,3,Detected,2023-11-21T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2023-11-21,arch
BioBot,Municipal,South Hadley Div. of WPC,214423.1924,2,Detected,2021-08-11T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2021-08-11,arch
BioBot,Municipal,Athol WWTP,2190746.220666667,3,Detected,2022-09-27T00:00:00Z,copies/L,Athol,MA,Worcester,2024-07-24T00:00:00Z,2022-09-27,arch
BioBot,Municipal,MFN Regional Wastewater District,919481.77955,2,Detected,2022-12-12T00:00:00Z,copies/L,Norton,MA,Bristol,2024-07-24T00:00:00Z,2022-12-12,arch
BioBot,Municipal,New Bedford WWTF,501492.48165,2,Detected,2022-11-02T00:00:00Z,copies/L,New Bedford,MA,Bristol,2024-07-24T00:00:00Z,2022-11-02,arch
BioBot,Municipal,Whitman,556835.5211885999,3,Detected,2024-03-26T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2024-03-26,arch
BioBot,Municipal,Greater Lawrence Sanitary District,353736.75296556135,4,Detected,2024-05-05T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2024-05-05,arch
BioBot,Municipal,Greater Lawrence Sanitary District,216969.790525,4,Detected,2023-06-25T00:00:00Z,copies/L,North Andover,MA,Essex,2024-07-24T00:00:00Z,2023-06-25,arch
BioBot,Municipal,Uxbridge WWTF,1055259.7266666666,3,Detected,2022-05-31T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2022-05-31,arch
BioBot,Municipal,Whitman,2155186.637,1,Detected,2022-11-28T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2022-11-28,arch
BioBot,Municipal,Fall River WWTP,315481.0293666667,3,Detected,2022-07-12T00:00:00Z,copies/L,Fall River,MA,Bristol,2024-07-24T00:00:00Z,2022-07-12,arch
BioBot,Municipal,Provincetown Treatment Plant,169953.56408333333,3,Detected,2022-03-28T00:00:00Z,copies/L,Provincetown,MA,Barnstable,2024-07-24T00:00:00Z,2022-03-28,arch
BioBot,Municipal,Uxbridge WWTF,671086.8065,3,Detected,2023-02-16T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-02-16,arch
BioBot,Municipal,Chicopee WPC,213798.77401087995,2,Detected,2023-08-08T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-08-08,arch
BioBot,Municipal,South Hadley Div. of WPC,584570.1722500001,4,Detected,2022-06-04T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2022-06-04,arch
BioBot,Municipal,Pittsfield WWTP,379920.81816666666,3,Detected,2021-10-04T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2021-10-04,arch
BioBot,Municipal,Plymouth Headworks Influent,395623.62766666664,3,Detected,2022-04-11T00:00:00Z,copies/L,Plymouth,MA,Plymouth,2024-07-24T00:00:00Z,2022-04-11,arch
BioBot,Municipal,Sunderland WWTP,926455.2966045326,1,Detected,2024-03-27T00:00:00Z,copies/L,Sunderland,MA,Franklin,2024-07-24T00:00:00Z,2024-03-27,arch
BioBot,Municipal,Fitchburg Public Works,294619.142825,4,Detected,2023-04-11T00:00:00Z,copies/L,Fitchburg,MA,Worcester,2024-07-24T00:00:00Z,2023-04-11,arch
BioBot,Municipal,Wareham WPCF,1065206.6650750001,4,Detected,2022-07-12T00:00:00Z,copies/L,Wareham,MA,Plymouth,2024-07-24T00:00:00Z,2022-07-12,arch
BioBot,Municipal,Hull WWTF,298761.2980333333,3,Detected,2023-07-18T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2023-07-18,arch
BioBot,Municipal,Leominster Headworks,3000528.5135,2,Detected,2022-09-13T00:00:00Z,copies/L,Leominster,MA,Worcester,2024-07-24T00:00:00Z,2022-09-13,arch
BioBot,Municipal,S.Deerfield WWTP,449411.56272294896,2,Detected,2024-05-29T00:00:00Z,copies/L,Deerfield,MA,Franklin,2024-07-24T00:00:00Z,2024-05-29,arch
BioBot,Municipal,Uxbridge WWTF,1619136.7996,4,Detected,2023-01-09T00:00:00Z,copies/L,Uxbridge,MA,Worcester,2024-07-24T00:00:00Z,2023-01-09,arch
BioBot,Municipal,Billerica Treatment Plant,284414.555,3,Detected,2023-03-06T00:00:00Z,copies/L,Billerica,MA,Middlesex,2024-07-24T00:00:00Z,2023-03-06,arch
BioBot,Municipal,Pittsfield WWTP,846321.4079999999,4,Detected,2023-02-07T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2023-02-07,arch
BioBot,Municipal,Pittsfield WWTP,503089.78170000005,4,Detected,2022-11-15T00:00:00Z,copies/L,Pittsfield,MA,Berkshire,2024-07-24T00:00:00Z,2022-11-15,arch
BioBot,Municipal,Brockton/ Abington,614941.5279836713,4,Detected,2023-08-13T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-08-13,arch
BioBot,Municipal,Hadley WWTP,248728.725195,2,Detected,2023-04-18T00:00:00Z,copies/L,Chicopee,MA,Hampden,2024-07-24T00:00:00Z,2023-04-18,arch
BioBot,Municipal,Brockton/ Abington,561209.7855,3,Detected,2021-10-31T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2021-10-31,arch
BioBot,Municipal,Brockton/ Abington,166312.23098999998,4,Detected,2023-04-02T00:00:00Z,copies/L,Brockton,MA,Plymouth,2024-07-24T00:00:00Z,2023-04-02,arch
BioBot,Municipal,Hull WWTF,936908.3916000001,3,Detected,2022-05-03T00:00:00Z,copies/L,Hull,MA,Plymouth,2024-07-24T00:00:00Z,2022-05-03,arch
BioBot,Municipal,Sunderland WWTP,2423421.6128467955,1,Detected,2023-12-27T00:00:00Z,copies/L,Sunderland,MA,Franklin,2024-07-24T00:00:00Z,2023-12-27,arch
BioBot,Municipal,Douglas WWTP,383475.9042,1,Detected,2023-06-01T00:00:00Z,copies/L,East Douglas,MA,Worcester,2024-07-24T00:00:00Z,2023-06-01,arch
