respiratory_season,tester,sars-cov-2_detected,sample_collection_date,site_type,name_of_sampling_location,7_day_average_of_sars-cov-2_concentration,number_of_samples_in_the_last_7_days,units_(measuring_concentration),city_of_sampling_location,state_of_sampling_location,county_of_sampling_location,date_data_last_updated,date,source
2025-2026,BioBot,Not Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,56924.93,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Not Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,0,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Not Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,65640.69666666667,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Not Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,8715.766666666666,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,65912,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,8987.07,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,74627.76666666666,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Surfside WTF,17702.836666666666,3,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-07-28T00:00:00Z,Municipal,Pittsfield WWTP,228961.31,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-28,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,Wareham WPCF,952232.395,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-10-08T00:00:00Z,Municipal,Plymouth Headworks Influent,2219545.52,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-08,current
2025-2026,BioBot,Detected,2025-09-03T00:00:00Z,Municipal,Whitman,3966161.4066666667,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,Wareham WPCF,260943.83666666667,3,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Amherst WWTP,35375.89333333333,3,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,Fitchburg Public Works,542256.35,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,Montague Clean Water Facility,174816.71333333335,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Greenfield WPCF,289510.8,1,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,South Hadley Div. of WPC,336721.04,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,Whitman,654082.7225,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-07-07T00:00:00Z,Municipal,Pittsfield WWTP,146497.74000000002,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Detected,2025-09-28T00:00:00Z,Municipal,Brockton/ Abington,453959.77999999997,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-28,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Pittsfield WWTP,295887.28250000003,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-08-10T00:00:00Z,Municipal,Haverhill WWTP,213100.27,4,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-10,current
2025-2026,BioBot,Detected,2025-09-24T00:00:00Z,Municipal,Plymouth Headworks Influent,274340.86333333334,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-24,current
2025-2026,BioBot,Detected,2025-07-23T00:00:00Z,Municipal,Greenfield WPCF,156505.47499999998,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-07-23,current
2025-2026,BioBot,Detected,2025-07-29T00:00:00Z,Municipal,Hull WWTF,327586.3133333333,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Detected,2025-07-24T00:00:00Z,Municipal,Hopedale WWTP,850724.0900000001,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-07-24,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Fitchburg Public Works,379366.2475,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,S.Deerfield WWTP,53223.585,2,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-09-04T00:00:00Z,Municipal,Greenfield WPCF,407475.05000000005,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-04,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Surfside WTF,315206.96,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Surfside WTF,917665.865,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Not Detected,2025-08-18T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Not Detected,2025-08-18T00:00:00Z,Municipal,Surfside WTF,602458.905,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,Uxbridge WWTF,2211615.4699999997,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-09-02T00:00:00Z,Municipal,Pittsfield WWTP,350759.21666666673,3,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Not Detected,2025-07-14T00:00:00Z,Municipal,Montague Clean Water Facility,0,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-07-03T00:00:00Z,Municipal,Plymouth Headworks Influent,73257.135,2,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-03,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Upper Blackstone Clean Water,125559.155,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Pittsfield WWTP,363117.12749999994,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Detected,2025-09-30T00:00:00Z,Municipal,Wareham WPCF,395937.6825,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-30,current
2025-2026,BioBot,Detected,2025-09-22T00:00:00Z,Municipal,Hopedale WWTP,1171000.225,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-09-22,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Haverhill WWTP,300140.9366666667,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-09-16T00:00:00Z,Municipal,Fitchburg Public Works,555070.115,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-09-16,current
2025-2026,BioBot,Detected,2025-09-30T00:00:00Z,Municipal,Plymouth Headworks Influent,419447.9766666666,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-30,current
2025-2026,BioBot,Detected,2025-09-01T00:00:00Z,Municipal,Hopedale WWTP,1836776.63,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-09-01,current
2025-2026,BioBot,Detected,2025-07-20T00:00:00Z,Municipal,Fall River WWTP,25152.8575,4,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-07-20,current
2025-2026,BioBot,Detected,2025-07-17T00:00:00Z,Municipal,Uxbridge WWTF,353262.51666666666,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-17,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,MFN Regional Wastewater District,119206.95999999999,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Not Detected,2025-07-22T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-07-22T00:00:00Z,Municipal,New Bedford WWTF,119634.24,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-22,current
2025-2026,BioBot,Detected,2025-11-03T00:00:00Z,Municipal,Haverhill WWTP,138713.755,2,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-11-03,current
2025-2026,BioBot,Detected,2025-10-05T00:00:00Z,Municipal,Upper Blackstone Clean Water,437902.9075,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-10-05,current
2025-2026,BioBot,Detected,2025-10-26T00:00:00Z,Municipal,Brockton/ Abington,150998.81666666668,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-26,current
2025-2026,BioBot,Detected,2025-09-03T00:00:00Z,Municipal,S.Deerfield WWTP,127334.305,2,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Detected,2025-10-10T00:00:00Z,Municipal,Pittsfield WWTP,624531.2375,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-10-10,current
2025-2026,BioBot,Detected,2025-08-20T00:00:00Z,Municipal,South Hadley Div. of WPC,767266.3800000001,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-08-20,current
2025-2026,BioBot,Detected,2025-10-24T00:00:00Z,Municipal,MFN Regional Wastewater District,120349.625,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-10-24,current
2025-2026,BioBot,Detected,2025-08-11T00:00:00Z,Municipal,Billerica Treatment Plant,264711.46,1,copies/L,Billerica,MA,Middlesex,2025-11-13T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Brockton/ Abington,140852.375,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-10-27T00:00:00Z,Municipal,Whitman,99408.78000000001,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-27,current
2025-2026,BioBot,Detected,2025-10-22T00:00:00Z,Municipal,Northampton WWTP,634841.83,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-10-22,current
2025-2026,BioBot,Detected,2025-09-30T00:00:00Z,Municipal,Pittsfield WWTP,448757.425,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-09-30,current
2025-2026,BioBot,Detected,2025-09-03T00:00:00Z,Municipal,South Hadley Div. of WPC,205820.54499999998,2,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Detected,2025-08-13T00:00:00Z,Municipal,Sunderland WWTP,716044.57,1,copies/L,Sunderland,MA,Franklin,2025-11-13T00:00:00Z,2025-08-13,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,MFN Regional Wastewater District,100354.365,2,copies/L,Norton,MA,Bristol,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-07-23T00:00:00Z,Municipal,Lynn WWTF,219945.20999999996,3,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-07-23,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,Wareham WPCF,921222.1449999999,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-10-28T00:00:00Z,Municipal,Springfield WWTP,325136.95999999996,2,copies/L,Agawam,MA,Hampden,2025-11-13T00:00:00Z,2025-10-28,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Wareham WPCF,939448.9749999999,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Fitchburg Public Works,154181.07249999998,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Haverhill WWTP,355111.6666666667,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Detected,2025-08-18T00:00:00Z,Municipal,Haverhill WWTP,399433.1766666666,3,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-18,current
2025-2026,BioBot,Detected,2025-10-14T00:00:00Z,Municipal,Whitman,194691.35666666666,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-14,current
2025-2026,BioBot,Detected,2025-10-21T00:00:00Z,Municipal,Plymouth Headworks Influent,992543.0133333333,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-21,current
2025-2026,BioBot,Detected,2025-09-09T00:00:00Z,Municipal,Fall River WWTP,104160.24,1,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-09-09,current
2025-2026,BioBot,Detected,2025-11-01T00:00:00Z,Municipal,Fall River WWTP,17556.695,2,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-11-01,current
2025-2026,BioBot,Detected,2025-10-29T00:00:00Z,Municipal,Plymouth Headworks Influent,523319.83,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-29,current
2025-2026,BioBot,Detected,2025-11-06T00:00:00Z,Municipal,Northbridge Sewer Department,45836.635,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-11-06,current
2025-2026,BioBot,Detected,2025-10-15T00:00:00Z,Municipal,S.Deerfield WWTP,77386.115,2,copies/L,Deerfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-15,current
2025-2026,BioBot,Detected,2025-07-23T00:00:00Z,Municipal,South Hadley Div. of WPC,78484.01,1,copies/L,Chicopee,MA,Hampden,2025-11-13T00:00:00Z,2025-07-23,current
2025-2026,BioBot,Detected,2025-10-02T00:00:00Z,Municipal,Hopedale WWTP,1045705.855,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-10-02,current
2025-2026,BioBot,Detected,2025-08-19T00:00:00Z,Municipal,Plymouth Headworks Influent,218950.35,2,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-19,current
2025-2026,BioBot,Detected,2025-07-07T00:00:00Z,Municipal,Whitman,64299.51,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Detected,2025-09-29T00:00:00Z,Municipal,Wareham WPCF,376347.105,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-29,current
2025-2026,BioBot,Detected,2025-07-01T00:00:00Z,Municipal,New Bedford WWTF,24431.16,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Not Detected,2025-07-01T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-07-01,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Hopedale WWTP,63593.634999999995,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-08-07T00:00:00Z,Municipal,Uxbridge WWTF,361582.38999999996,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-08-07,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Whitman,643564.3125,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-07-14T00:00:00Z,Municipal,Brockton/ Abington,185211.39750000002,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-14,current
2025-2026,BioBot,Detected,2025-09-22T00:00:00Z,Municipal,Northbridge Sewer Department,523141.52999999997,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-09-22,current
2025-2026,BioBot,Detected,2025-08-05T00:00:00Z,Municipal,Plymouth Headworks Influent,371996.0933333333,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-05,current
2025-2026,BioBot,Detected,2025-08-03T00:00:00Z,Municipal,Fall River WWTP,40952.5325,4,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-08-03,current
2025-2026,BioBot,Detected,2025-07-07T00:00:00Z,Municipal,Upper Blackstone Clean Water,100186.48250000001,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Detected,2025-10-21T00:00:00Z,Municipal,Fitchburg Public Works,232786.255,4,copies/L,Fitchburg,MA,Worcester,2025-11-13T00:00:00Z,2025-10-21,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Pittsfield WWTP,349050.54500000004,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-08-12T00:00:00Z,Municipal,Lynn WWTF,280207.24,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-08-12,current
2025-2026,BioBot,Detected,2025-08-10T00:00:00Z,Municipal,Brockton/ Abington,533288.6950000001,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-10,current
2025-2026,BioBot,Detected,2025-09-23T00:00:00Z,Municipal,Hull WWTF,298740.7766666666,3,copies/L,Hull,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-09-11T00:00:00Z,Municipal,Greenfield WPCF,300736.29000000004,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-09-11,current
2025-2026,BioBot,Detected,2025-08-29T00:00:00Z,Municipal,Amherst WWTP,218141.29499999998,2,copies/L,Hadley,MA,Hampshire,2025-11-13T00:00:00Z,2025-08-29,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Whitman,1045811.18,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,Montague Clean Water Facility,336758.23,3,copies/L,Montague,MA,Franklin,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-10-15T00:00:00Z,Municipal,Lynn WWTF,72919.85,1,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-10-15,current
2025-2026,BioBot,Detected,2025-10-16T00:00:00Z,Municipal,Greenfield WPCF,129914.03,2,copies/L,Greenfield,MA,Franklin,2025-11-13T00:00:00Z,2025-10-16,current
2025-2026,BioBot,Detected,2025-07-08T00:00:00Z,Municipal,Pittsfield WWTP,136801.465,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-07-08,current
2025-2026,BioBot,Detected,2025-09-24T00:00:00Z,Municipal,Northampton WWTP,243995.56,1,copies/L,Northampton,MA,Hampshire,2025-11-13T00:00:00Z,2025-09-24,current
2025-2026,BioBot,Detected,2025-09-15T00:00:00Z,Municipal,Upper Blackstone Clean Water,1590020.2925,4,copies/L,Worcester,MA,Worcester,2025-11-13T00:00:00Z,2025-09-15,current
2025-2026,BioBot,Detected,2025-08-26T00:00:00Z,Municipal,New Bedford WWTF,312102.75,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-08-26,current
2025-2026,BioBot,Not Detected,2025-08-26T00:00:00Z,Municipal,New Bedford WWTF,0,1,copies/L,New Bedford,MA,Bristol,2025-11-13T00:00:00Z,2025-08-26,current
2025-2026,BioBot,Detected,2025-07-07T00:00:00Z,Municipal,Brockton/ Abington,173082.03,3,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-07,current
2025-2026,BioBot,Detected,2025-07-29T00:00:00Z,Municipal,Plymouth Headworks Influent,149486.83000000002,4,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-07-29,current
2025-2026,BioBot,Detected,2025-09-02T00:00:00Z,Municipal,Fall River WWTP,69509.79,3,copies/L,Fall River,MA,Bristol,2025-11-13T00:00:00Z,2025-09-02,current
2025-2026,BioBot,Detected,2025-09-23T00:00:00Z,Municipal,Whitman,1216568.115,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-23,current
2025-2026,BioBot,Detected,2025-08-26T00:00:00Z,Municipal,Lynn WWTF,498400.37,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-08-26,current
2025-2026,BioBot,Detected,2025-09-03T00:00:00Z,Municipal,Plymouth Headworks Influent,151282.15666666665,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-09-03,current
2025-2026,BioBot,Detected,2025-10-20T00:00:00Z,Municipal,Wareham WPCF,121008.19,4,copies/L,Wareham,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-20,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Whitman,1013177.94,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,Surfside WTF,962805.74,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,Surfside WTF,647598.78,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Not Detected,2025-08-21T00:00:00Z,Municipal,Surfside WTF,315206.96,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Not Detected,2025-08-21T00:00:00Z,Municipal,Surfside WTF,0,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,Surfside WTF,317115.085,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-08-21T00:00:00Z,Municipal,Surfside WTF,1908.125,2,copies/L,Nantucket,MA,Nantucket,2025-11-13T00:00:00Z,2025-08-21,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Lynn WWTF,206039.035,2,copies/L,Lynn,MA,Essex,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Hopedale WWTP,62539.705,2,copies/L,Hopedale,MA,Worcester,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-10-06T00:00:00Z,Municipal,Brockton/ Abington,294239.7375,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-06,current
2025-2026,BioBot,Detected,2025-06-30T00:00:00Z,Municipal,Pittsfield WWTP,69493.75,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-06-30,current
2025-2026,BioBot,Detected,2025-10-07T00:00:00Z,Municipal,Pittsfield WWTP,374044.905,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-10-07,current
2025-2026,BioBot,Detected,2025-08-11T00:00:00Z,Municipal,Haverhill WWTP,214105.8825,4,copies/L,Haverhill,MA,Essex,2025-11-13T00:00:00Z,2025-08-11,current
2025-2026,BioBot,Detected,2025-07-21T00:00:00Z,Municipal,Uxbridge WWTF,340512.32666666666,3,copies/L,Uxbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-07-21,current
2025-2026,BioBot,Detected,2025-10-01T00:00:00Z,Municipal,Plymouth Headworks Influent,718732.4033333333,3,copies/L,Plymouth,MA,Plymouth,2025-11-13T00:00:00Z,2025-10-01,current
2025-2026,BioBot,Detected,2025-10-28T00:00:00Z,Municipal,Pittsfield WWTP,79688.82250000001,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-10-28,current
2025-2026,BioBot,Detected,2025-08-04T00:00:00Z,Municipal,Pittsfield WWTP,102010.8525,4,copies/L,Pittsfield,MA,Berkshire,2025-11-13T00:00:00Z,2025-08-04,current
2025-2026,BioBot,Detected,2025-08-25T00:00:00Z,Municipal,Northbridge Sewer Department,336493.8,2,copies/L,Northbridge,MA,Worcester,2025-11-13T00:00:00Z,2025-08-25,current
2025-2026,BioBot,Detected,2025-06-30T00:00:00Z,Municipal,Whitman,100981.28499999999,4,copies/L,Brockton,MA,Plymouth,2025-11-13T00:00:00Z,2025-06-30,current
